municipality_id,municipality_name,PC1,PC2,PC3,kmeans_cluster,hier_cluster,gmm_cluster,dbscan_cluster
6413,Rochefort,14.498737508494845,-1.6621880628316166,2.6509377185980236,3,1,3,0
6416,Milvignes,14.375927321403307,2.755499813604081,-0.8109618693612836,3,1,3,0
6417,La Grande Béroche,13.354514150212944,-1.0297697979160532,0.06329921942840239,3,1,3,0
6421,La Chaux-de-Fonds,19.365879970754897,-7.6733455529125925,6.975368392517372,3,1,3,0
6422,Les Planchettes,10.201777971169737,-10.843272414339044,2.693638768212881,2,1,2,-1
6423,La Sagne,10.210582309691555,-2.933627398027552,-0.9428202686171343,3,1,3,0
6432,La Brévine,-1.307135595424154,-2.879596077126387,-9.560948648268608,0,1,0,-1
6433,Brot-Plamboz,-1.4062363669323346,-3.7985288019075907,-9.156889798998003,2,1,2,-1
6434,Le Cerneux-Péquignot,6.600074400458261,-1.0254867005393948,-6.250006820034732,3,1,3,-1
6435,La Chaux-du-Milieu,14.92651321514593,-3.561071690859085,-2.50363664448271,3,1,3,0
6436,Le Locle,15.27220164074239,-7.461575989061387,3.2926985631680363,2,1,2,0
6437,Les Ponts-de-Martel,4.412030368090407,-3.6886825798639338,-4.311195729988198,2,1,2,0
6451,Cornaux,9.198118285044323,-5.19534413798587,-1.436425721183515,2,1,2,0
6452,Cressier (NE),14.311218432043548,-2.1238050572204106,-0.7509425382609531,3,1,3,0
6455,Le Landeron,12.032427289841662,-0.6453966868096329,-0.8727204564894769,3,1,3,0
6456,Lignières,10.36092749771541,-2.047462751329635,-2.663612690432362,3,1,3,0
6458,Neuchâtel,19.757979723065098,-1.4218566689639542,5.642859214693787,3,1,3,0
6487,Val-de-Ruz,12.811264335236663,-3.0188812928493376,-0.01570149617081145,3,1,3,0
65,Oberembrach,-11.347686794309972,4.581515457452444,-1.4569147019609956,0,2,0,0
6504,La Côte-aux-Fées,1.1275028459888468,-8.34534584174112,-3.7781028632216067,2,1,2,-1
6511,Les Verrières,3.018348799317087,-5.255362854168995,-5.505151866340379,2,1,2,0
6512,Val-de-Travers,10.321955464218565,-7.931451114404086,0.774841866945282,2,1,2,0
6513,Laténa,15.222001662426216,2.285131403123743,0.14595945019558704,3,1,3,0
66,Opfikon,-0.9430111578581848,3.0707682056566403,4.295450048082236,1,3,1,0
